,examine,id,members,lowalch,limit,value,highalch,icon,name
3077,The bones in this armour seem to vibrate with a magical quality...,6139,True,18000.0,70.0,45000,27000.0,Skeletal top.png,Skeletal top
3078,It looks like this could be attached to a shield somehow.,22006,True,600000.0,5.0,1500000,900000.0,Skeletal visage.png,Skeletal visage
3079,Generally used for impaling fresh meat.,7443,True,1280.0,50.0,3200,1920.0,Skewer.png,Skewer
3080,"A sharp pointed stick, quite resistant to fire.",6305,True,4.0,13000.0,10,6.0,Skewer stick.png,Skewer stick
3081,You will need to recharge the necklace at the Legends Guild.,11113,True,8080.0,10000.0,20200,12120.0,Skills necklace.png,Skills necklace
3082,This will help me travel.,11105,True,8080.0,10000.0,20200,12120.0,Skills necklace(4).png,Skills necklace(4)
3083,This will help me travel.,11968,True,8080.0,10000.0,20200,12120.0,Skills necklace(6).png,Skills necklace(6)
3084,A blue skirt.,5052,True,250.0,150.0,625,375.0,Skirt (blue).png,Skirt (blue)
3085,A brown skirt. Size small!,5048,True,140.0,150.0,350,210.0,Skirt (brown).png,Skirt (brown)
3086,Lilac skirt.,5050,True,220.0,150.0,550,330.0,Skirt (lilac).png,Skirt (lilac)
3087,A fearsome looking skull.,6163,True,24.0,11000.0,60,36.0,Skull piece.png,Skull piece
3088,Don't make anyone jump when you ring this!,10952,True,60.0,40.0,150,90.0,Slayer bell.png,Slayer bell
3089,The parchment contains a spell invented by Slayer Masters in ancient times.,21257,True,480.0,500.0,1200,720.0,Slayer's enchantment.png,Slayer's enchantment
3090,Ale with bite.,5759,True,1.0,2000.0,2,1.0,Slayer's respite.png,Slayer's respite
3091,This keg contains 4 pints of Slayer's Respite.,5841,True,1.0,2000.0,1,1.0,Slayer's respite(4).png,Slayer's respite(4)
3092,This looks a good deal stronger than normal Slayer's Respite.,5761,True,1.0,2000.0,2,1.0,Slayer's respite(m).png,Slayer's respite(m)
3093,This keg contains 4 pints of mature Slayer's Respite.,5921,True,1.0,2000.0,1,1.0,Slayer's respite(m4).png,Slayer's respite(m4)
3094,An old and magical staff.,4170,True,8400.0,70.0,21000,12600.0,Slayer's staff.png,Slayer's staff
3095,A cap for wearing whilzzzzzzzzzz.,10398,True,800.0,4.0,2000,1200.0,Sleeping cap.png,Sleeping cap
3096,You swear you had more than three slices before.,3162,False,1.0,15.0,2,1.0,Sliced banana.png,Sliced banana
3097,A bowl of sliced Bittercap mushrooms.,7080,True,16.0,13000.0,42,25.0,Sliced mushrooms.png,Sliced mushrooms
3098,You can plant this in your garden.,8441,True,6000.0,10000.0,15000,9000.0,Small box hedge (bagged).png,Small box hedge (bagged)
3099,Useful for catching small fish.,303,False,2.0,40.0,5,3.0,Small fishing net.png,Small fishing net
3100,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,11998,True,6200.0,8.0,15500,9300.0,Smoke battlestaff.png,Smoke battlestaff
3101,A combined Air and Fire Rune.,4697,True,8.0,12000.0,20,12.0,Smoke rune.png,Smoke rune
3102,A smouldering stone from the depths of Hell.,13233,True,18000.0,5.0,45000,27000.0,Smouldering stone.png,Smouldering stone
3103,Scaly but not slimy! It could be a useful material if it were tanned.,6287,True,14.0,13000.0,35,21.0,Snake hide.png,Snake hide
3104,Scaly but not slimy!,7801,True,14.0,11000.0,35,21.0,Snake hide (swamp).png,Snake hide (swamp)
3105,Nicely tanned skin from a snake.,6289,True,20.0,13000.0,50,30.0,Snakeskin.png,Snakeskin
3106,Lightweight head protection.,6326,True,120.0,125.0,300,180.0,Snakeskin bandana.png,Snakeskin bandana
3107,Made from 100% real snakeskin.,6322,True,500.0,125.0,1250,750.0,Snakeskin body.png,Snakeskin body
3108,Made from snakes.,6328,True,100.0,125.0,250,150.0,Snakeskin boots.png,Snakeskin boots
3109,Made from 100% real snake.,6324,True,470.0,125.0,1175,705.0,Snakeskin chaps.png,Snakeskin chaps
3110,A solid willow shield covered in snakeskin leather.,22272,True,368.0,125.0,920,552.0,Snakeskin shield.png,Snakeskin shield
3111,Made from 100% real snake.,6330,True,173.0,125.0,434,260.0,Snakeskin vambraces.png,Snakeskin vambraces
3112,A powerful herb.,3000,True,23.0,11000.0,59,35.0,Snapdragon.png,Snapdragon
3113,I need another ingredient to finish this Snapdragon potion.,3004,True,23.0,10000.0,59,35.0,Snapdragon potion (unf).png,Snapdragon potion (unf)
3114,A snapdragon seed - plant in a herb patch.,5300,True,24.0,200.0,60,36.0,Snapdragon seed 5.png,Snapdragon seed
3115,Strange spiky grass.,231,True,4.0,13000.0,10,6.0,Snape grass.png,Snape grass
3116,A snape grass seed - plant in an allotment.,22879,True,37.0,200.0,94,56.0,Snape grass seed 5.png,Snape grass seed
3117,There's a snowy knight butterfly in here.,10016,True,20.0,125.0,50,30.0,Snowy knight (item).png,Snowy knight (item)
3118,"It feels clammy, like second-hand toilet paper.",25578,True,68.0,11000.0,170,102.0,Soaked page.png,Soaked page
3119,One of the ingredients for making glass.,1781,True,1.0,13000.0,2,1.0,Soda ash.png,Soda ash
3120,Clay soft enough to mould.,1761,False,1.0,13000.0,2,1.0,Soft clay.png,Soft clay
3121,Used for high level curse spells.,566,True,120.0,25000.0,300,180.0,Soul rune.png,Soul rune
3122,A slightly muddy spade.,952,False,1.0,40.0,3,1.0,Spade.png,Spade
3123,A large spatula... of doom!,7439,True,768.0,50.0,1920,1152.0,Spatula.png,Spatula
3124,A sigil in the shape of a spectral symbol.,12823,True,300000.0,5.0,750000,450000.0,Spectral sigil.png,Spectral sigil
3125,An ethereal shield with a spectral sigil attached to it.,12821,True,800000.0,8.0,2000000,1200000.0,Spectral spirit shield.png,Spectral spirit shield
3126,This could liven up an otherwise bland stew.,2007,True,92.0,11000.0,230,138.0,Spice.png,Spice
3127,Yum... smells spicy.,2213,True,1.0,6000.0,2,1.0,Spicy crunchies.png,Spicy crunchies
3128,A bowl of fiery minced meat.,9996,True,3.0,8000.0,8,4.0,Spicy minced meat.png,Spicy minced meat
3129,A bowl of spicy sauce.,7072,True,3.0,13000.0,9,5.0,Spicy sauce.png,Spicy sauce
3130,A bowl of chopped tomatoes with an extra kick.,9994,True,1.0,8000.0,3,1.0,Spicy tomato.png,Spicy tomato
3131,Its creeping days are over!,6291,True,6.0,13000.0,15,9.0,Spider carcass.png,Spider carcass
3132,A nicely roasted spider threaded onto an arrow shaft.,6299,True,16.0,6000.0,40,24.0,Spider on shaft.png,Spider on shaft
3133,A nicely roasted spider threaded onto a skewer stick.,6297,True,20.0,6000.0,50,30.0,Spider on stick.png,Spider on stick
3134,Climbing boots with spikes.,3107,True,12.0,15.0,30,18.0,Spiked boots.png,Spiked boots
3135,"Some very spikey metal bands, better make sure I don't cut myself while walking.",23389,True,1000.0,8.0,2500,1500.0,Spiked manacles.png,Spiked manacles
3136,Attack at your own risk.,10077,True,64.0,125.0,160,96.0,Spiky vambraces.png,Spiky vambraces
3137,A home made spinach thing.,1969,False,1.0,50.0,1,1.0,Spinach roll.png,Spinach roll
3138,A constant reminder that I'm above a Dagannoth in the food chain.,6133,True,3120.0,70.0,7800,4680.0,Spined body.png,Spined body
3139,"Some finely crafted Fremennik boots, made from spined dagannoth hide.",6143,True,260.0,125.0,650,390.0,Spined boots.png,Spined boots
3140,Stylish leg armour for rangers with a lingering smell of raw fish...,6135,True,1560.0,70.0,3900,2340.0,Spined chaps.png,Spined chaps
3141,Fremennik gloves stitched together from spined dagannoth hide.,6149,True,260.0,125.0,650,390.0,Spined gloves.png,Spined gloves
3142,A helm fit for any Fremennik ranger.,6131,True,24000.0,70.0,60000,36000.0,Spined helm.png,Spined helm
3143,You don't want to wear it inside-out.,4551,True,260.0,125.0,650,390.0,Spiny helmet.png,Spiny helmet
3144,An ethereal shield.,12829,True,28000.0,8.0,70000,42000.0,Spirit shield.png,Spirit shield
3145,Used to repair bridges.,10812,True,36.0,11000.0,90,54.0,Split log.png,Split log
3146,Provides good protection.,3387,True,18000.0,70.0,45000,27000.0,Splitbark body.png,Splitbark body
3147,Wooden foot protection.,3393,True,2000.0,70.0,5000,3000.0,Splitbark boots.png,Splitbark boots
3148,These should keep my hands safe.,3391,True,2000.0,70.0,5000,3000.0,Splitbark gauntlets.png,Splitbark gauntlets
3149,A wooden helmet.,3385,True,4000.0,70.0,10000,6000.0,Splitbark helm.png,Splitbark helm
3150,These should protect my legs.,3389,True,16000.0,70.0,40000,24000.0,Splitbark legs.png,Splitbark legs
3151,Use the spork.,7437,True,130.0,50.0,325,195.0,Spork.png,Spork
3152,A surprisingly aerodynamic cape.,10069,True,160.0,125.0,400,240.0,Spotted cape.png,Spotted cape
3153,Maybe this is why people think furry dice make you go faster.,10125,True,60.0,10000.0,150,90.0,Spotted kebbit fur.png,Spotted kebbit fur
3154,A really surprisingly aerodynamic cape.,10071,True,320.0,125.0,800,480.0,Spottier cape.png,Spottier cape
3155,It's a slightly magical stick.,1379,False,6.0,125.0,15,9.0,Staff.png,Staff
3156,A Magical staff.,1381,False,600.0,125.0,1500,900.0,Staff of air.png,Staff of air
3157,A ghastly weapon with evil origins combined with an icon of balance.,24144,True,1.0,,1,1.0,Staff of balance.png,Staff of balance
3158,A staff styled after the elusive cat.,23363,True,600.0,8.0,1500,900.0,Staff of bob the cat.png,Staff of bob the cat
3159,A Magical staff.,1385,False,600.0,125.0,1500,900.0,Staff of earth.png,Staff of earth
3160,A Magical staff.,1387,False,600.0,125.0,1500,900.0,Staff of fire.png,Staff of fire
3161,A ghastly weapon with evil origins combined with a holy light.,22296,True,400002.0,8.0,1000005,600003.0,Staff of light.png,Staff of light
3162,A ghastly weapon with evil origins.,11791,True,400002.0,8.0,1000005,600003.0,Staff of the dead.png,Staff of the dead
3163,A Magical staff.,1383,False,600.0,125.0,1500,900.0,Staff of water.png,Staff of water
3164,Baguette ready for pain.,20590,False,90.0,5.0,225,135.0,Stale baguette.png,Stale baguette
3165,One dose of fishy stamina potion.,12635,True,36.0,2000.0,90,54.0,Stamina mix(1).png,Stamina mix(1)
3166,Two doses of fishy stamina potion.,12633,True,64.0,2000.0,160,96.0,Stamina mix(2).png,Stamina mix(2)
3167,1 dose of stamina potion.,12631,True,40.0,2000.0,100,60.0,Stamina potion(1).png,Stamina potion(1)
3168,2 doses of stamina potion.,12629,True,80.0,2000.0,200,120.0,Stamina potion(2).png,Stamina potion(2)
3169,3 doses of stamina potion.,12627,True,120.0,2000.0,300,180.0,Stamina potion(3).png,Stamina potion(3)
3170,4 doses of stamina potion.,12625,True,160.0,2000.0,400,240.0,Stamina potion(4).png,Stamina potion(4)
3171,A powerful warhammer.,22622,True,120000.0,10.0,300000,180000.0,Statius's warhammer.png,Statius's warhammer
3172,It's a slightly magical stick.,11787,True,6800.0,8.0,17000,10200.0,Steam battlestaff.png,Steam battlestaff
3173,A combined Water and Fire Rune.,4694,True,8.0,12000.0,20,12.0,Steam rune.png,Steam rune
3174,Makes a steam battlestaff or mystic steam staff more beautiful.,12798,True,600.0,50.0,1500,900.0,Steam staff upgrade kit.png,Steam staff upgrade kit
3175,A two handed sword.,1311,False,400.0,125.0,1000,600.0,Steel 2h sword.png,Steel 2h sword
3176,Arrows with steel heads.,886,False,4.0,7000.0,12,7.0,Steel arrow 5.png,Steel arrow
3177,Venomous-looking arrows.,887,True,4.0,7000.0,12,7.0,Steel arrow(p) 5.png,Steel arrow(p)
3178,Venomous-looking arrows.,5618,True,4.0,7000.0,12,7.0,Steel arrow(p+) 5.png,Steel arrow(p+)
3179,Venomous-looking arrows.,5624,True,4.0,7000.0,12,7.0,Steel arrow(p++) 5.png,Steel arrow(p++)
3180,I can make some arrows with these.,41,True,2.0,10000.0,6,3.0,Steel arrowtips.png,Steel arrowtips
3181,A woodcutter's axe.,1353,False,80.0,40.0,200,120.0,Steel axe.png,Steel axe
3182,It's a bar of steel.,2353,False,40.0,10000.0,100,60.0,Steel bar.png,Steel bar
3183,A vicious looking axe.,1365,False,260.0,125.0,650,390.0,Steel battleaxe.png,Steel battleaxe
3184,Steel crossbow bolts.,9141,True,3.0,7000.0,8,4.0,Steel bolts 5.png,Steel bolts
3185,Some poisoned steel bolts.,9288,True,3.0,11000.0,8,4.0,Steel bolts (p) 5.png,Steel bolts (p)
3186,Some poisoned steel bolts.,9295,True,3.0,11000.0,8,4.0,Steel bolts (p+) 5.png,Steel bolts (p+)
3187,Super poisoned steel bolts.,9302,True,3.0,11000.0,8,4.0,Steel bolts (p++) 5.png,Steel bolts (p++)
3188,Unfeathered steel crossbow bolts.,9378,True,1.0,13000.0,1,1.0,Steel bolts (unf) 5.png,Steel bolts (unf)
3189,These will protect my feet.,4123,True,120.0,125.0,300,180.0,Steel boots.png,Steel boots
3190,Blunt steel arrow... ouch.,4783,True,8.0,11000.0,20,12.0,Steel brutal 5.png,Steel brutal
3191,A series of connected metal rings.,1105,False,300.0,125.0,750,450.0,Steel chainbody.png,Steel chainbody
3192,A set of fighting claws.,3097,True,70.0,125.0,175,105.0,Steel claws.png,Steel claws
3193,A steel crossbow.,9179,True,144.0,125.0,360,216.0,Steel crossbow.png,Steel crossbow
3194,An unstrung steel crossbow.,9459,True,130.0,10000.0,327,196.0,Steel crossbow (u).png,Steel crossbow (u)
3195,Short but pointy.,1207,False,50.0,125.0,125,75.0,Steel dagger.png,Steel dagger
3196,The blade has been poisoned.,1223,True,50.0,125.0,125,75.0,Steel dagger(p).png,Steel dagger(p)
3197,The blade has been poisoned.,5672,True,50.0,125.0,125,75.0,Steel dagger(p+).png,Steel dagger(p+)
3198,The blade has been poisoned.,5690,True,50.0,125.0,125,75.0,Steel dagger(p++).png,Steel dagger(p++)
3199,A deadly throwing dart with a steel tip.,808,True,4.0,7000.0,10,6.0,Steel dart.png,Steel dart
3200,A deadly-looking dart tip made of steel - needs feathers for flight.,821,True,2.0,13000.0,5,3.0,Steel dart tip.png,Steel dart tip
3201,A deadly poisoned dart with a steel tip.,814,True,4.0,7000.0,10,6.0,Steel dart(p).png,Steel dart(p)
3202,A deadly poisoned dart with a steel tip.,5630,True,4.0,7000.0,10,6.0,Steel dart(p+).png,Steel dart(p+)
3203,A deadly poisoned dart with a steel tip.,5637,True,4.0,7000.0,10,6.0,Steel dart(p++).png,Steel dart(p++)
3204,Do I look scary?,12367,True,4000.0,4.0,10000,6000.0,Steel dragon mask.png,Steel dragon mask
3205,A full face helmet.,1157,False,220.0,125.0,550,330.0,Steel full helm.png,Steel full helm
3206,A steel full helmet with gold trim.,20178,False,220.0,125.0,550,330.0,Steel full helm (g).png,Steel full helm (g)
3207,A steel full helmet with trim.,20193,False,220.0,125.0,550,330.0,Steel full helm (t).png,Steel full helm (t)
3208,"A set containing a full helm, platebody, legs and kiteshield.",20382,False,360.0,8.0,900,540.0,Steel gold-trimmed set (lg).png,Steel gold-trimmed set (lg)
3209,"A set containing a full helm, platebody, legs and kiteshield.",20385,False,360.0,8.0,900,540.0,Steel gold-trimmed set (sk).png,Steel gold-trimmed set (sk)
3210,A steel halberd.,3194,True,400.0,125.0,1000,600.0,Steel halberd.png,Steel halberd
3211,"A steel-tipped, one-handed hasta.",11371,True,130.0,125.0,325,195.0,Steel hasta.png,Steel hasta
3212,"A poison-tipped, one-handed steel hasta.",11393,True,130.0,125.0,325,195.0,Steel hasta(p).png,Steel hasta(p)
3213,"A poison-tipped, one-handed steel hasta.",11396,True,130.0,125.0,325,195.0,Steel hasta(p+).png,Steel hasta(p+)
3214,"A poison-tipped, one-handed steel hasta.",11398,True,130.0,125.0,325,195.0,Steel hasta(p++).png,Steel hasta(p++)
3215,A steel tipped javelin.,827,True,9.0,7000.0,24,14.0,Steel javelin.png,Steel javelin
3216,Needs a shaft.,19574,True,36.0,10000.0,90,54.0,Steel javelin heads 5.png,Steel javelin heads
3217,A steel tipped javelin.,833,True,9.0,7000.0,24,14.0,Steel javelin(p).png,Steel javelin(p)
3218,A steel tipped javelin.,5644,True,9.0,7000.0,24,14.0,Steel javelin(p+).png,Steel javelin(p+)
3219,A steel tipped javelin.,5650,True,9.0,7000.0,24,14.0,Steel javelin(p++).png,Steel javelin(p++)
3220,A large metal shield.,1193,False,340.0,125.0,850,510.0,Steel kiteshield.png,Steel kiteshield
3221,Steel kiteshield with gold trim.,20181,False,340.0,125.0,850,510.0,Steel kiteshield (g).png,Steel kiteshield (g)
3222,Steel kiteshield with trim.,20196,False,340.0,125.0,850,510.0,Steel kiteshield (t).png,Steel kiteshield (t)
3223,A finely balanced throwing knife.,865,True,4.0,7000.0,11,6.0,Steel knife.png,Steel knife
3224,A finely balanced throwing knife.,872,True,4.0,7000.0,10,6.0,Steel knife(p).png,Steel knife(p)
3225,A finely balanced throwing knife.,5656,True,4.0,7000.0,10,6.0,Steel knife(p+).png,Steel knife(p+)
3226,A finely balanced throwing knife.,5663,True,4.0,7000.0,10,6.0,Steel knife(p++).png,Steel knife(p++)
3227,A pair of steel crossbow limbs.,9425,True,100.0,10000.0,250,150.0,Steel limbs.png,Steel limbs
3228,Perhaps someone can do something with this.,25445,True,640.0,8.0,1600,960.0,Steel locks.png,Steel locks
3229,A razor sharp longsword.,1295,False,200.0,125.0,500,300.0,Steel longsword.png,Steel longsword
3230,A spiky mace.,1424,False,90.0,125.0,225,135.0,Steel mace.png,Steel mace
3231,A medium sized helmet.,1141,False,120.0,125.0,300,180.0,Steel med helm.png,Steel med helm
3232,Keeps things in place fairly permanently.,1539,False,1.0,13000.0,3,1.0,Steel nails.png,Steel nails
3233,Used for mining.,1269,False,200.0,40.0,500,300.0,Steel pickaxe.png,Steel pickaxe
3234,Provides excellent protection.,1119,False,800.0,125.0,2000,1200.0,Steel platebody.png,Steel platebody
3235,Steel platebody with a gold trim.,20169,False,800.0,125.0,2000,1200.0,Steel platebody (g).png,Steel platebody (g)
3236,Steel platebody with a trim.,20184,False,800.0,125.0,2000,1200.0,Steel platebody (t).png,Steel platebody (t)
3237,These look pretty heavy.,1069,False,400.0,125.0,1000,600.0,Steel platelegs.png,Steel platelegs
3238,Steel platelegs with a gold trim.,20172,False,400.0,125.0,1000,600.0,Steel platelegs (g).png,Steel platelegs (g)
3239,Steel platelegs with a trim.,20187,False,400.0,125.0,1000,600.0,Steel platelegs (t).png,Steel platelegs (t)
3240,Designer leg protection.,1083,False,400.0,125.0,1000,600.0,Steel plateskirt.png,Steel plateskirt
3241,Steel plateskirt with a gold trim.,20175,False,400.0,125.0,1000,600.0,Steel plateskirt (g).png,Steel plateskirt (g)
3242,Steel plateskirt with a trim.,20190,False,400.0,125.0,1000,600.0,Steel plateskirt (t).png,Steel plateskirt (t)
3243,"A vicious, curved sword.",1325,False,160.0,125.0,400,240.0,Steel scimitar.png,Steel scimitar
3244,"A set containing a full helm, platebody, legs and kiteshield.",12984,False,560.0,8.0,1400,840.0,Steel set (lg).png,Steel set (lg)
3245,"A set containing a full helm, platebody, skirt and kiteshield.",12986,False,560.0,8.0,1400,840.0,Steel set (sk).png,Steel set (sk)
3246,A steel tipped spear.,1241,True,130.0,125.0,325,195.0,Steel spear.png,Steel spear
3247,A poisoned steel tipped spear.,1255,True,130.0,125.0,325,195.0,Steel spear(p).png,Steel spear(p)
3248,A poisoned steel tipped spear.,5708,True,130.0,125.0,325,195.0,Steel spear(p+).png,Steel spear(p+)
3249,A poisoned steel tipped spear.,5722,True,130.0,125.0,325,195.0,Steel spear(p++).png,Steel spear(p++)
3250,A medium square shield.,1177,False,240.0,125.0,600,360.0,Steel sq shield.png,Steel sq shield
3251,A set of studs for leather armour.,2370,True,60.0,13000.0,150,90.0,Steel studs.png,Steel studs
3252,A razor sharp sword.,1281,False,130.0,125.0,325,195.0,Steel sword.png,Steel sword
3253,A finely balanced throwing axe.,802,True,10.0,7000.0,26,15.0,Steel thrownaxe.png,Steel thrownaxe
3254,"A set containing a full helm, platebody, legs and kiteshield.",20376,False,360.0,8.0,900,540.0,Steel trimmed set (lg).png,Steel trimmed set (lg)
3255,"A set containing a full helm, platebody, skirt and kiteshield.",20379,False,360.0,8.0,900,540.0,Steel trimmed set (sk).png,Steel trimmed set (sk)
3256,I don't think it's intended for joinery.,1339,False,256.0,125.0,640,384.0,Steel warhammer.png,Steel warhammer
3257,It's a meat and potato stew.,2003,False,8.0,10000.0,20,12.0,Stew.png,Stew
3258,Little ornament in the shape of a scarab.,9030,True,8.0,13000.0,20,12.0,Stone scarab.png,Stone scarab
3259,A seal. Made out of stone obviously.,9042,True,8.0,13000.0,20,12.0,Stone seal.png,Stone seal
3260,A small statuette.,9038,True,8.0,13000.0,20,12.0,Stone statuette.png,Stone statuette
3261,The crushed rock seems to glow and is warm to the touch.,22601,True,36.0,10000.0,90,54.0,Stony basalt.png,Stony basalt
3262,I wonder what this tastes like?,464,True,1.0,2000.0,1,1.0,Strange fruit.png,Strange fruit
3263,A pristine set of lockpicks engraved with six names.,24740,True,1.0,50.0,1,1.0,Strange old lockpick (full).png,Strange old lockpick (full)
3264,A fruit basket filled with strawberries.,5406,True,1.0,200.0,1,1.0,Strawberries(5).png,Strawberries(5)
3265,A freshly picked strawberry.,5504,True,6.0,11000.0,17,10.0,Strawberry.png,Strawberry
3266,A strawberry seed - plant in an allotment.,5323,True,7.0,600.0,18,10.0,Strawberry seed 5.png,Strawberry seed
3267,An enchanted ruby amulet.,10364,False,810.0,5.0,2025,1215.0,Strength amulet (t).png,Strength amulet (t)
3268,One dose of fishy strength potion.,11441,True,4.0,2000.0,11,6.0,Strength mix(1).png,Strength mix(1)
3269,Two doses of fishy strength potion.,11443,True,5.0,2000.0,13,7.0,Strength mix(2).png,Strength mix(2)
3270,1 dose of Strength potion.,119,False,4.0,2000.0,11,6.0,Strength potion(1).png,Strength potion(1)
3271,2 doses of Strength potion.,117,False,5.0,2000.0,13,7.0,Strength potion(2).png,Strength potion(2)
3272,3 doses of Strength potion.,115,False,5.0,2000.0,13,7.0,Strength potion(3).png,Strength potion(3)
3273,4 doses of Strength potion.,113,False,5.0,2000.0,14,8.0,Strength potion(4).png,Strength potion(4)
3274,A weathered chunk of dagannoth hide.,6173,True,24.0,11000.0,60,36.0,Stretched hide.png,Stretched hide
3275,Attractive to other birds and hunters alike.,10087,True,8.0,8000.0,20,12.0,Stripy feather.png,Stripy feather
3276,A sea worthy shirt.,7110,True,120.0,150.0,300,180.0,Stripy pirate shirt (beige).png,Stripy pirate shirt (beige)
3277,A sea worthy shirt.,7128,True,120.0,150.0,300,180.0,Stripy pirate shirt (blue).png,Stripy pirate shirt (blue)
3278,A sea worthy shirt.,7134,True,120.0,150.0,300,180.0,Stripy pirate shirt (brown).png,Stripy pirate shirt (brown)
3279,A sea worthy shirt.,7122,True,120.0,150.0,300,180.0,Stripy pirate shirt (red).png,Stripy pirate shirt (red)
3280,Information regarding the Stronghold of Security.,9004,False,1.0,15.0,2,1.0,Stronghold notes.png,Stronghold notes
3281,Not so lucky for the rabbit.,10132,True,12.0,150.0,30,18.0,Strung rabbit foot.png,Strung rabbit foot
3282,Those studs should provide a bit more protection.,1133,False,340.0,125.0,850,510.0,Studded body.png,Studded body
3283,Those studs should provide a bit more protection. Nice trim too!,7362,False,340.0,8.0,850,510.0,Studded body (g).png,Studded body (g)
3284,Those studs should provide a bit more protection. Nice trim too!,7364,False,340.0,8.0,850,510.0,Studded body (t).png,Studded body (t)
3285,Those studs should provide a bit more protection.,1097,False,300.0,125.0,750,450.0,Studded chaps.png,Studded chaps
3286,Those studs should provide a bit more protection. Nice trim too!,7366,False,300.0,8.0,750,450.0,Studded chaps (g).png,Studded chaps (g)
3287,Those studs should provide a bit more protection. Nice trim too!,7368,False,300.0,8.0,750,450.0,Studded chaps (t).png,Studded chaps (t)
3288,A Sulliuscep mushroom cap. Edible? Probably...,21626,True,1.0,100.0,3,1.0,Sulliuscep cap.png,Sulliuscep cap
3289,All the fruits of a very small forest.,7218,True,56.0,10000.0,140,84.0,Summer pie.png,Summer pie
3290,One dose of fishy super anti-firebreath potion.,21997,True,52.0,2000.0,132,79.0,Super antifire mix(1).png,Super antifire mix(1)
3291,Two doses of fishy super anti-firebreath potion.,21994,True,79.0,2000.0,198,118.0,Super antifire mix(2).png,Super antifire mix(2)
3292,1 dose of super anti-firebreath potion.,21987,True,272.0,2000.0,680,408.0,Super antifire potion(1).png,Super antifire potion(1)
3293,2 doses of super anti-firebreath potion.,21984,True,288.0,2000.0,720,432.0,Super antifire potion(2).png,Super antifire potion(2)
3294,3 doses of super anti-firebreath potion.,21981,True,304.0,2000.0,760,456.0,Super antifire potion(3).png,Super antifire potion(3)
3295,4 doses of super anti-firebreath potion.,21978,True,320.0,2000.0,800,480.0,Super antifire potion(4).png,Super antifire potion(4)
3296,1 dose of super Attack potion.,149,True,36.0,2000.0,90,54.0,Super attack(1).png,Super attack(1)
3297,2 doses of super Attack potion.,147,True,54.0,2000.0,135,81.0,Super attack(2).png,Super attack(2)
3298,3 doses of super Attack potion.,145,True,72.0,2000.0,180,108.0,Super attack(3).png,Super attack(3)
3299,4 doses of super Attack potion.,2436,True,90.0,2000.0,225,135.0,Super attack(4).png,Super attack(4)
3300,1 dose of super combat potion.,12701,True,16.0,2000.0,40,24.0,Super combat potion(1).png,Super combat potion(1)
3301,2 doses of super combat potion.,12699,True,36.0,2000.0,90,54.0,Super combat potion(2).png,Super combat potion(2)
3302,3 doses of super combat potion.,12697,True,68.0,2000.0,170,102.0,Super combat potion(3).png,Super combat potion(3)
3303,4 doses of super combat potion.,12695,True,100.0,2000.0,250,150.0,Super combat potion(4).png,Super combat potion(4)
3304,One dose of fishy super Defence potion.,11499,True,52.0,2000.0,132,79.0,Super def. mix(1).png,Super def. mix(1)
3305,Two doses of fishy super Defence potion.,11497,True,79.0,2000.0,198,118.0,Super def. mix(2).png,Super def. mix(2)
3306,1 dose of super Defence potion.,167,True,52.0,2000.0,132,79.0,Super defence(1).png,Super defence(1)
3307,2 doses of super Defence potion.,165,True,79.0,2000.0,198,118.0,Super defence(2).png,Super defence(2)
3308,3 doses of super Defence potion.,163,True,105.0,2000.0,264,158.0,Super defence(3).png,Super defence(3)
3309,4 doses of super Defence potion.,2442,True,132.0,2000.0,330,198.0,Super defence(4).png,Super defence(4)
3310,One dose of fishy super energy potion.,11483,True,36.0,2000.0,90,54.0,Super energy mix(1).png,Super energy mix(1)
3311,Two doses of fishy super energy potion.,11481,True,64.0,2000.0,160,96.0,Super energy mix(2).png,Super energy mix(2)
3312,1 dose of super energy potion.,3022,True,36.0,2000.0,90,54.0,Super energy(1).png,Super energy(1)
3313,2 doses of super energy potion.,3020,True,64.0,2000.0,160,96.0,Super energy(2).png,Super energy(2)
3314,3 doses of super energy potion.,3018,True,92.0,2000.0,230,138.0,Super energy(3).png,Super energy(3)
3315,4 doses of super energy potion.,3016,True,120.0,2000.0,300,180.0,Super energy(4).png,Super energy(4)
3316,A meaty and very hot kebab.,4608,True,1.0,15.0,3,1.0,Super kebab.png,Super kebab
3317,"A set containing 4-dose vials of Super Attack, Super Strength and Super Defence potions.",13066,True,40.0,2000.0,100,60.0,Super potion set.png,Super potion set
3318,One dose of fishy super restore potion.,11495,True,48.0,2000.0,120,72.0,Super restore mix(1).png,Super restore mix(1)
3319,Two doses of fishy super restore potion.,11493,True,72.0,2000.0,180,108.0,Super restore mix(2).png,Super restore mix(2)
3320,1 dose of super restore potion.,3030,True,48.0,2000.0,120,72.0,Super restore(1).png,Super restore(1)
3321,2 doses of super restore potion.,3028,True,72.0,2000.0,180,108.0,Super restore(2).png,Super restore(2)
3322,3 doses of super restore potion.,3026,True,96.0,2000.0,240,144.0,Super restore(3).png,Super restore(3)
3323,4 doses of super restore potion.,3024,True,120.0,2000.0,300,180.0,Super restore(4).png,Super restore(4)
3324,One dose of fishy super Strength potion.,11487,True,44.0,2000.0,110,66.0,Super str. mix(1).png,Super str. mix(1)
