examine,id,members,lowalch,limit,value,highalch,icon,name
Ooohhh look at the pretty colours...,4389,False,20.0,150.0,50,30.0,Team-38 cape.png,Team-38 cape
Ooohhh look at the pretty colours...,4391,False,20.0,150.0,50,30.0,Team-39 cape.png,Team-39 cape
Ooohhh look at the pretty colours...,4321,False,20.0,150.0,50,30.0,Team-4 cape.png,Team-4 cape
Ooohhh look at the pretty colours...,4393,False,20.0,150.0,50,30.0,Team-40 cape.png,Team-40 cape
Ooohhh look at the pretty colours...,4395,False,20.0,150.0,50,30.0,Team-41 cape.png,Team-41 cape
Ooohhh look at the pretty colours...,4397,False,20.0,150.0,50,30.0,Team-42 cape.png,Team-42 cape
Ooohhh look at the pretty colours...,4399,False,20.0,150.0,50,30.0,Team-43 cape.png,Team-43 cape
Ooohhh look at the pretty colours...,4401,False,20.0,150.0,50,30.0,Team-44 cape.png,Team-44 cape
Ooohhh look at the pretty colours...,4403,False,20.0,150.0,50,30.0,Team-45 cape.png,Team-45 cape
Ooohhh look at the pretty colours...,4405,False,20.0,150.0,50,30.0,Team-46 cape.png,Team-46 cape
Ooohhh look at the pretty colours...,4407,False,20.0,150.0,50,30.0,Team-47 cape.png,Team-47 cape
Ooohhh look at the pretty colours...,4409,False,20.0,150.0,50,30.0,Team-48 cape.png,Team-48 cape
Ooohhh look at the pretty colours...,4411,False,20.0,150.0,50,30.0,Team-49 cape.png,Team-49 cape
Ooohhh look at the pretty colours...,4323,False,20.0,150.0,50,30.0,Team-5 cape.png,Team-5 cape
Ooohhh look at the pretty colours...,4413,False,20.0,150.0,50,30.0,Team-50 cape.png,Team-50 cape
Ooohhh look at the pretty colours...,4325,False,20.0,150.0,50,30.0,Team-6 cape.png,Team-6 cape
Ooohhh look at the pretty colours...,4327,False,20.0,150.0,50,30.0,Team-7 cape.png,Team-7 cape
Ooohhh look at the pretty colours...,4329,False,20.0,150.0,50,30.0,Team-8 cape.png,Team-8 cape
Ooohhh look at the pretty colours...,4331,False,20.0,150.0,50,30.0,Team-9 cape.png,Team-9 cape
"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,True,20.0,40.0,50,30.0,Teasing stick.png,Teasing stick
A card which has magical properties.,13658,False,,,100,,Teleport card.png,Teleport card
A teleport to one's own house.,8013,True,1.0,10000.0,1,1.0,Teleport to house (tablet).png,Teleport to house (tablet)
A mighty sceptre used in long forgotten battles.,22552,True,48000.0,8.0,120000,72000.0,Thammaron's sceptre (u).png,Thammaron's sceptre (u)
A wooden pole for use in primitive construction.,6285,True,8.0,100.0,20,12.0,Thatch spar dense.png,Thatch spar dense
A wooden pole for use in primitive construction.,6281,True,4.0,100.0,10,6.0,Thatch spar light.png,Thatch spar light
A wooden pole for use in primitive construction.,6283,True,6.0,100.0,15,9.0,Thatch spar med.png,Thatch spar med
A good place to store your stolen goods.,23224,True,400.0,8.0,1000,600.0,Thieving bag.png,Thieving bag
"The thin, slimy corpse of a deceased giant snail.",3363,True,2.0,13000.0,5,3.0,Thin snail.png,Thin snail
A succulently slimy slice of sumptuous snail.,3369,True,4.0,6000.0,10,6.0,Thin snail meat.png,Thin snail meat
You can plant this in your garden.,8437,True,2000.0,10000.0,5000,3000.0,Thorny hedge (bagged).png,Thorny hedge (bagged)
Used with a needle to make clothes.,1734,False,1.0,18000.0,1,1.0,Thread.png,Thread
Makes me feel like a Princess.,5525,False,40.0,10000.0,100,60.0,Tiara.png,Tiara
A mould for tiaras.,5523,False,40.0,40.0,100,60.0,Tiara mould.png,Tiara mould
"A hefty beam of timber, perfect for building temples.",8837,True,1.0,13000.0,1,1.0,Timber beam.png,Timber beam
This needs refining.,438,False,1.0,13000.0,3,1.0,Tin ore.png,Tin ore
Useful for lighting a fire.,590,False,1.0,40.0,1,1.0,Tinderbox.png,Tinderbox
It actually smells quite good.,2255,True,1.0,6000.0,2,1.0,Toad batta.png,Toad batta
It actually smells quite good.,2217,True,1.0,6000.0,2,1.0,Toad crunchies.png,Toad crunchies
They're a gnome delicacy apparently.,2152,True,1.0,13000.0,2,1.0,Toad's legs.png,Toad's legs
A useful herb.,2998,True,19.0,13000.0,48,28.0,Toadflax.png,Toadflax
I need another ingredient to finish this Toadflax potion.,3002,True,19.0,10000.0,48,28.0,Toadflax potion (unf).png,Toadflax potion (unf)
A toadflax seed - plant in a herb patch.,5296,True,4.0,600.0,10,6.0,Toadflax seed 5.png,Toadflax seed
A spiked shield of obsidian.,6524,True,18000.0,70.0,45000,27000.0,Toktz-ket-xil.png,Toktz-ket-xil
A staff of obsidian.,6526,True,14000.0,70.0,35000,21000.0,Toktz-mej-tal.png,Toktz-mej-tal
A razor sharp sword of obsidian.,6523,True,16000.0,70.0,40000,24000.0,Toktz-xil-ak.png,Toktz-xil-ak
A large knife of obsidian.,6525,True,10000.0,70.0,25000,15000.0,Toktz-xil-ek.png,Toktz-xil-ek
A razor sharp ring of obsidian.,6522,True,100.0,11000.0,250,150.0,Toktz-xil-ul.png,Toktz-xil-ul
This would make good ketchup.,1982,False,1.0,13000.0,4,2.0,Tomato.png,Tomato
A tomato seed - plant in an allotment.,5322,True,1.0,600.0,4,2.0,Tomato seed 5.png,Tomato seed
A fruit basket filled with tomatoes.,5968,True,1.0,600.0,1,1.0,Tomatoes(5).png,Tomatoes(5)
An ancient tome containing the secrets of fire magic.,20716,True,8000.0,15.0,20000,12000.0,Tome of fire (empty).png,Tome of fire (empty)
An ancient tome containing the secrets of water magic.,25576,True,7800.0,,19500,11700.0,Tome of water (empty).png,Tome of water (empty)
The tooth end of the mysterious Crystal Key. Can you find the other half?,985,True,40.0,11000.0,100,60.0,Tooth half of key.png,Tooth half of key
Aint no rabbits in this hat.,12432,True,720.0,4.0,1800,1080.0,Top hat.png,Top hat
Like a sir.,12434,True,1600.0,4.0,4000,2400.0,Top hat & monocle.png,Top hat & monocle
I wonder if I can get this enchanted.,21114,True,500.0,10000.0,1250,750.0,Topaz amulet.png,Topaz amulet
It needs a string so I can wear it.,21105,True,510.0,10000.0,1275,765.0,Topaz amulet (u).png,Topaz amulet (u)
Red Topaz bolt tips.,9188,True,5.0,11000.0,13,7.0,Topaz bolt tips 5.png,Topaz bolt tips
Topaz tipped Steel crossbow bolts.,9336,True,8.0,11000.0,22,13.0,Topaz bolts 5.png,Topaz bolts
Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,True,9.0,11000.0,24,14.0,Topaz bolts (e) 5.png,Topaz bolts (e)
I wonder if this is valuable.,21123,True,600.0,10000.0,1500,900.0,Topaz bracelet.png,Topaz bracelet
"Dragon crossbow bolts, tipped with red topaz.",21961,True,280.0,11000.0,700,420.0,Topaz dragon bolts 5.png,Topaz dragon bolts
"Enchanted Dragon crossbow bolts, tipped with red topaz.",21938,True,292.0,11000.0,730,438.0,Topaz dragon bolts (e) 5.png,Topaz dragon bolts (e)
I wonder if this is valuable.,21096,True,570.0,10000.0,1425,855.0,Topaz necklace.png,Topaz necklace
A valuable ring.,21087,True,570.0,10000.0,1425,855.0,Topaz ring.png,Topaz ring
You can plant this in your garden.,8443,True,8000.0,10000.0,20000,12000.0,Topiary hedge (bagged).png,Topiary hedge (bagged)
"A set containing a Torag's helm, platelegs, platebody and hammers.",12879,True,160000.0,8.0,400000,240000.0,Torag's armour set.png,Torag's armour set
Torag the Corrupted's twin hammers.,4747,True,64000.0,15.0,160000,96000.0,Torag's hammers.png,Torag's hammers
Torag the Corrupted's twin hammers.,4962,True,64000.0,15.0,160000,96000.0,Torag's hammers 0.png,Torag's hammers 0
Torag the Corrupted's helm.,4745,True,41200.0,15.0,103000,61800.0,Torag's helm.png,Torag's helm
Torag the Corrupted's helm.,4956,True,41200.0,15.0,103000,61800.0,Torag's helm 0.png,Torag's helm 0
Torag the Corrupted's platebody armour.,4749,True,112000.0,15.0,280000,168000.0,Torag's platebody.png,Torag's platebody
Torag the Corrupted's platebody armour.,4968,True,112000.0,15.0,280000,168000.0,Torag's platebody 0.png,Torag's platebody 0
Torag the Corrupted's plate leg armour.,4751,True,110000.0,15.0,275000,165000.0,Torag's platelegs.png,Torag's platelegs
Torag the Corrupted's plate leg armour.,4974,True,110000.0,15.0,275000,165000.0,Torag's platelegs 0.png,Torag's platelegs 0
A deep sense of torment burns within this powerful bracelet.,19544,True,80400.0,8.0,201000,120600.0,Tormented bracelet.png,Tormented bracelet
Use on a tormented bracelet to make it look fancier!,23348,True,2000.0,4.0,5000,3000.0,Tormented ornament kit.png,Tormented ornament kit
Scrawled words that can invoke the power of the gods.,21047,True,32000.0,5.0,80000,48000.0,Torn prayer scroll.png,Torn prayer scroll
A powerful herb.,269,True,30.0,11000.0,75,45.0,Torstol.png,Torstol
I need another ingredient to finish this Torstol potion.,111,True,10.0,10000.0,25,15.0,Torstol potion (unf).png,Torstol potion (unf)
A torstol seed - plant in a herb patch.,5304,True,28.0,200.0,70,42.0,Torstol seed 5.png,Torstol seed
A word in your shell-like.,7939,True,400.0,7500.0,1000,600.0,Tortoise shell.png,Tortoise shell
Use on an amulet of torture to make it look fancier!,20062,True,2000.0,4.0,5000,3000.0,Torture ornament kit.png,Torture ornament kit
An ancient warrior's full helm.,26382,True,80000.0,,200000,120000.0,Torva full helm.png,Torva full helm
An ancient warrior's full helm.,26376,True,80000.0,,200000,120000.0,Torva full helm (damaged).png,Torva full helm (damaged)
An ancient warrior's platebody.,26384,True,240000.0,,600000,360000.0,Torva platebody.png,Torva platebody
An ancient warrior's platebody.,26378,True,240000.0,,600000,360000.0,Torva platebody (damaged).png,Torva platebody (damaged)
An ancient warrior's platelegs.,26386,True,160000.0,,400000,240000.0,Torva platelegs.png,Torva platelegs
An ancient warrior's platelegs.,26380,True,160000.0,,400000,240000.0,Torva platelegs (damaged).png,Torva platelegs (damaged)
Fires darts while coating them with venom.,12924,True,48000.0,8.0,120000,72000.0,Toxic blowpipe (empty).png,Toxic blowpipe (empty)
It needs to be charged with Zulrah's scales.,12902,True,400002.0,8.0,1000006,600003.0,Toxic staff (uncharged).png,Toxic staff (uncharged)
Nice bit of crafting!,7771,True,4.0,150.0,10,6.0,Toy cat.png,Toy cat
Nice bit of crafting!,7763,True,4.0,150.0,10,6.0,Toy doll.png,Toy doll
Nice bit of crafting!,7765,True,4.0,150.0,10,6.0,Toy doll.png,Toy doll (wound)
Nice bit of crafting!,7767,True,4.0,150.0,10,6.0,Toy mouse.png,Toy mouse
Nice bit of crafting!,7769,True,4.0,150.0,10,6.0,Toy mouse.png,Toy mouse (wound)
Nice bit of crafting!,7759,True,4.0,150.0,10,6.0,Toy soldier.png,Toy soldier
Nice bit of crafting!,7761,True,4.0,150.0,10,6.0,Toy soldier.png,Toy soldier (wound)
Karamja currency.,6306,True,1.0,18000.0,1,1.0,Trading sticks 10000.png,Trading sticks
A banner showcasing the colours of Leagues II - Trailblazer.,25056,True,400.0,5.0,1000,600.0,Trailblazer banner.png,Trailblazer banner
The boots of a trailblazer relic hunter.,25037,True,6000.0,5.0,15000,9000.0,Trailblazer boots (t1).png,Trailblazer boots (t1)
The boots of a trailblazer relic hunter.,25025,True,6000.0,5.0,15000,9000.0,Trailblazer boots (t2).png,Trailblazer boots (t2)
The boots of a trailblazer relic hunter.,25010,True,60000.0,5.0,150000,90000.0,Trailblazer boots (t3).png,Trailblazer boots (t3)
A cane of the trailblazer relic hunter.,25013,True,60000.0,5.0,150000,90000.0,Trailblazer cane.png,Trailblazer cane
A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,25093,True,16000.0,5.0,40000,24000.0,Trailblazer globe.png,Trailblazer globe
A dye which can be used to recolour a piece of graceful clothing.,25099,True,10000.0,6.0,25000,15000.0,Trailblazer graceful ornament kit.png,Trailblazer graceful ornament kit
The headgear of a trailblazer relic hunter.,25028,True,6000.0,5.0,15000,9000.0,Trailblazer hood (t1).png,Trailblazer hood (t1)
The headgear of a trailblazer relic hunter.,25016,True,6000.0,5.0,15000,9000.0,Trailblazer hood (t2).png,Trailblazer hood (t2)
The headgear of a trailblazer relic hunter.,25001,True,60000.0,5.0,150000,90000.0,Trailblazer hood (t3).png,Trailblazer hood (t3)
"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",25380,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t1) armour set.png,Trailblazer relic hunter (t1) armour set
"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",25383,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t2) armour set.png,Trailblazer relic hunter (t2) armour set
"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",25386,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t3) armour set.png,Trailblazer relic hunter (t3) armour set
A rug which can be built into a rug hotspot in your PoH League Trophy Room.,25096,True,20000.0,5.0,50000,30000.0,Trailblazer rug.png,Trailblazer rug
A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,25087,True,10000.0,5.0,25000,15000.0,Trailblazer teleport scroll.png,Trailblazer teleport scroll
"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",25090,True,10000.0,5.0,25000,15000.0,Trailblazer tool ornament kit.png,Trailblazer tool ornament kit
The coat of a trailblazer relic hunter.,25031,True,6000.0,5.0,15000,9000.0,Trailblazer top (t1).png,Trailblazer top (t1)
The coat of a trailblazer relic hunter.,25019,True,6000.0,5.0,15000,9000.0,Trailblazer top (t2).png,Trailblazer top (t2)
The coat of a trailblazer relic hunter.,25004,True,60000.0,5.0,150000,90000.0,Trailblazer top (t3).png,Trailblazer top (t3)
The trousers of a trailblazer relic hunter.,25034,True,6000.0,5.0,15000,9000.0,Trailblazer trousers (t1).png,Trailblazer trousers (t1)
The trousers of a trailblazer relic hunter.,25022,True,6000.0,5.0,15000,9000.0,Trailblazer trousers (t2).png,Trailblazer trousers (t2)
The trousers of a trailblazer relic hunter.,25007,True,60000.0,5.0,150000,90000.0,Trailblazer trousers (t3).png,Trailblazer trousers (t3)
A razor sharp ring.,12605,True,20000.0,8.0,50000,30000.0,Treasonous ring.png,Treasonous ring
A freshly made triangle sandwich.,6962,False,10.0,6000.0,25,15.0,Triangle sandwich.png,Triangle sandwich
A ceremonial wooden mask.,6339,True,200.0,150.0,500,300.0,Tribal mask (blue).png,Tribal mask (blue)
A ceremonial wooden mask.,6335,True,200.0,150.0,500,300.0,Tribal mask (green).png,Tribal mask (green)
A ceremonial wooden mask.,6337,True,200.0,150.0,500,300.0,Tribal mask (orange).png,Tribal mask (orange)
Local dress.,6351,True,120.0,150.0,300,180.0,Tribal top (blue).png,Tribal top (blue)
Local dress.,6341,True,120.0,150.0,300,180.0,Tribal top (brown).png,Tribal top (brown)
Local dress.,6371,True,120.0,150.0,300,180.0,Tribal top (pink).png,Tribal top (pink)
Local dress.,6361,True,120.0,150.0,300,180.0,Tribal top (yellow).png,Tribal top (yellow)
A weapon from the deep.,11905,True,27600.0,8.0,69000,41400.0,Trident of the seas (full).png,Trident of the seas (full)
"A pair of long dwarven trousers... long for dwarves, of course.",5040,True,300.0,150.0,750,450.0,Trousers (blue).png,Trousers (blue)
"A pair of long dwarven trousers... long for dwarves, of course.",5036,True,220.0,150.0,550,330.0,Trousers (brown).png,Trousers (brown)
"A pair of long dwarven trousers... long for dwarves, of course.",5038,True,280.0,150.0,700,420.0,Trousers (lilac).png,Trousers (lilac)
Some nicely cooked trout.,333,False,4.0,6000.0,10,6.0,Trout.png,Trout
Take it to Perdu to help you avoid losing certain items.,24187,True,1.0,,1,1.0,Trouver parchment.png,Trouver parchment
"Wow, this is a big fish.",361,False,16.0,6000.0,40,24.0,Tuna.png,Tuna
A bowl of cooked tuna and sweetcorn.,7068,True,45.0,13000.0,113,67.0,Tuna and corn.png,Tuna and corn
A baked potato with tuna and sweetcorn.,7060,True,45.0,13000.0,113,67.0,Tuna potato.png,Tuna potato
"They're soft, silky and turquoise.",634,True,80.0,150.0,200,120.0,Turquoise boots.png,Turquoise boots
A silly turquoise pointed hat.,664,True,64.0,150.0,160,96.0,Turquoise hat.png,Turquoise hat
Made by Tree Gnomes with a thing for turquoise.,654,True,72.0,150.0,180,108.0,Turquoise robe bottoms.png,Turquoise robe bottoms
"The ultimate in gnome design, now in turquoise!",644,True,72.0,150.0,180,108.0,Turquoise robe top.png,Turquoise robe top
A banner showcasing the colours of the Twisted League.,24413,True,400.0,5.0,1000,600.0,Twisted banner.png,Twisted banner
A scroll which unlocks the twisted player-owned house wall-kit.,24463,True,10000.0,5.0,25000,15000.0,Twisted blueprints.png,Twisted blueprints
The boots of a twisted relic hunter.,24411,True,400.0,5.0,1000,600.0,Twisted boots (t1).png,Twisted boots (t1)
The boots of a twisted relic hunter.,24403,True,4000.0,5.0,10000,6000.0,Twisted boots (t2).png,Twisted boots (t2)
The boots of a twisted relic hunter.,24393,True,40000.0,5.0,100000,60000.0,Twisted boots (t3).png,Twisted boots (t3)
A mystical bow carved from the twisted remains of the Great Olm.,20997,True,1600000.0,8.0,4000000,2400000.0,Twisted bow.png,Twisted bow
A buckler carved from the twisted remains of the Great Olm.,21000,True,36000.0,8.0,90000,54000.0,Twisted buckler.png,Twisted buckler
A cane of the twisted relic hunter.,24395,True,400.0,10.0,1000,600.0,Twisted cane.png,Twisted cane
The coat of a twisted relic hunter.,24407,True,400.0,5.0,1000,600.0,Twisted coat (t1).png,Twisted coat (t1)
The coat of a twisted relic hunter.,24399,True,4000.0,5.0,10000,6000.0,Twisted coat (t2).png,Twisted coat (t2)
The coat of a twisted relic hunter.,24389,True,40000.0,5.0,100000,60000.0,Twisted coat (t3).png,Twisted coat (t3)
The headgear of a twisted relic hunter.,24405,True,400.0,5.0,1000,600.0,Twisted hat (t1).png,Twisted hat (t1)
The headgear of a twisted relic hunter.,24397,True,4000.0,5.0,10000,6000.0,Twisted hat (t2).png,Twisted hat (t2)
The headgear of a twisted relic hunter.,24387,True,40000.0,5.0,100000,60000.0,Twisted hat (t3).png,Twisted hat (t3)
These look like they can be attached to a slayer helmet.,24466,True,40000.0,5.0,100000,60000.0,Twisted horns.png,Twisted horns
"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",24469,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t1) armour set.png,Twisted relic hunter (t1) armour set
"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",24472,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t2) armour set.png,Twisted relic hunter (t2) armour set
"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",24475,True,20000.0,5.0,50000,30000.0,Twisted relic hunter (t3) armour set.png,Twisted relic hunter (t3) armour set
A scroll which unlocks the twisted home teleport animation.,24460,True,10000.0,5.0,25000,15000.0,Twisted teleport scroll.png,Twisted teleport scroll
The trousers of a twisted relic hunter.,24409,True,400.0,5.0,1000,600.0,Twisted trousers (t1).png,Twisted trousers (t1)
The trousers of a twisted relic hunter.,24401,True,4000.0,5.0,10000,6000.0,Twisted trousers (t2).png,Twisted trousers (t2)
The trousers of a twisted relic hunter.,24391,True,40000.0,5.0,100000,60000.0,Twisted trousers (t3).png,Twisted trousers (t3)
An incredibly heavy ring.,12603,True,20000.0,8.0,50000,30000.0,Tyrannical ring.png,Tyrannical ring
As used by King Tyras' personal guard.,9629,True,220.0,150.0,550,330.0,Tyras helm.png,Tyras helm
A mace of obsidian.,6527,True,12000.0,70.0,30000,18000.0,Tzhaar-ket-em.png,Tzhaar-ket-em
A maul of obsidian.,6528,True,20000.0,70.0,50001,30000.0,Tzhaar-ket-om.png,Tzhaar-ket-om
Use on the TzHaar-ket-om to trim and spike it.,23232,True,2000.0,4.0,5000,3000.0,Tzhaar-ket-om ornament kit.png,Tzhaar-ket-om ornament kit
A mixture of chopped onions and ugthanki meat in a bowl.,1877,True,2.0,11000.0,7,4.0,Ugthanki & onion.png,Ugthanki & onion
A mixture of chopped tomatoes and ugthanki meat in a bowl.,1879,True,2.0,11000.0,7,4.0,Ugthanki & tomato.png,Ugthanki & tomato
A fresh kebab made from ugthanki meat.,1885,True,8.0,10000.0,20,12.0,Ugthanki kebab.png,Ugthanki kebab
Freshly cooked ugthanki meat.,1861,True,2.0,11000.0,5,3.0,Ugthanki meat.png,Ugthanki meat
Ultra-good for the smallest or largest of plants.,21483,True,34.0,2000.0,85,51.0,Ultracompost.png,Ultracompost
A symbol of Saradomin.,1716,False,80.0,10000.0,200,120.0,Unblessed symbol.png,Unblessed symbol
"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",12900,True,31200.0,8.0,78000,46800.0,Uncharged toxic trident.png,Uncharged toxic trident
"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",22294,True,43200.0,8.0,108000,64800.0,Uncharged toxic trident (e).png,Uncharged toxic trident (e)
"It needs to be charged with death runes, chaos runes, fire runes and coins.",11908,True,27200.0,8.0,68000,40800.0,Uncharged trident.png,Uncharged trident
"It needs to be charged with death runes, chaos runes, fire runes and coins.",22290,True,39200.0,8.0,98000,58800.0,Uncharged trident (e).png,Uncharged trident (e)
This would be much tastier cooked.,2317,False,6.0,13000.0,16,9.0,Uncooked apple pie.png,Uncooked apple pie
This would be much more appetising cooked.,2321,False,2.0,13000.0,6,3.0,Uncooked berry pie.png,Uncooked berry pie
This would be much tastier cooked.,19656,True,6.0,13000.0,16,9.0,Uncooked botanical pie.png,Uncooked botanical pie
This would be much tastier cooked.,22789,True,16.0,10000.0,40,24.0,Uncooked dragonfruit pie.png,Uncooked dragonfruit pie
A bowl of uncooked egg.,7076,True,3.0,13000.0,8,4.0,Uncooked egg.png,Uncooked egg
This would be much healthier cooked.,2319,False,3.0,13000.0,8,4.0,Uncooked meat pie.png,Uncooked meat pie
This would be much tastier cooked.,21684,True,6.0,13000.0,16,9.0,Uncooked mushroom pie.png,Uncooked mushroom pie
This would be worth more cut.,1617,False,80.0,10000.0,200,120.0,Uncut diamond.png,Uncut diamond
This would be worth more cut.,1631,True,400.0,10000.0,1000,600.0,Uncut dragonstone.png,Uncut dragonstone
This would be worth more cut.,1621,False,20.0,10000.0,50,30.0,Uncut emerald.png,Uncut emerald
This would be worth more cut.,1627,True,12.0,10000.0,30,18.0,Uncut jade.png,Uncut jade
This would be worth more cut.,6571,True,80000.0,11000.0,200000,120000.0,Uncut onyx.png,Uncut onyx
This would be worth more cut.,1625,True,8.0,10000.0,20,12.0,Uncut opal.png,Uncut opal
This would be worth more cut.,1629,True,16.0,10000.0,40,24.0,Uncut red topaz.png,Uncut red topaz
This would be worth more cut.,1619,False,40.0,10000.0,100,60.0,Uncut ruby.png,Uncut ruby
This would be worth more cut.,1623,False,10.0,10000.0,25,15.0,Uncut sapphire.png,Uncut sapphire
This would be worth more cut.,19496,True,30000.0,10000.0,75000,45000.0,Uncut zenyte.png,Uncut zenyte
Add feathers to make broad-tipped crossbow bolts.,11876,True,22.0,7000.0,55,33.0,Unfinished broad bolts 5.png,Unfinished broad bolts
I need another ingredient to finish this potion.,3406,True,4.0,10000.0,11,6.0,Unfinished potion.png,Unfinished potion
I need to put this in a pottery oven.,1791,False,1.0,10000.0,2,1.0,Unfired bowl.png,Unfired bowl
I need to put this in a pottery oven.,1789,False,1.0,10000.0,3,1.0,Unfired pie dish.png,Unfired pie dish
An unfired plant pot.,5352,True,1.0,10000.0,1,1.0,Unfired plant pot.png,Unfired plant pot
I need to put this in a pottery oven.,1787,False,1.0,10000.0,1,1.0,Unfired pot.png,Unfired pot
"This needs firing, then it should fit on a normal-sized pot.",4438,True,4.0,100.0,10,6.0,Unfired pot lid.png,Unfired pot lid
"The Dark Lord will rise again with his servant's aid, greater and more terrible than ever he was.",20223,True,32.0,5.0,80,48.0,Unholy blessing.png,Unholy blessing
A set containing the four pages of Zamorak's Unholy Book.,13151,True,2800.0,5.0,7000,4200.0,Unholy book page set.png,Unholy book page set
An unholy symbol of Zamorak.,1724,True,80.0,125.0,200,120.0,Unholy symbol.png,Unholy symbol
This horn has restorative properties.,237,True,8.0,13000.0,20,12.0,Unicorn horn.png,Unicorn horn
Finely ground horn of Unicorn.,235,True,8.0,13000.0,20,12.0,Unicorn horn dust.png,Unicorn horn dust
A lantern to aid attacking Harpie bugs.,7051,True,52.0,40.0,130,78.0,Unlit bug lantern.png,Unlit bug lantern
An unlit home-made torch.,596,True,1.0,40.0,4,2.0,Unlit torch.png,Unlit torch
I'd prefer it if it was powered.,567,True,40.0,10000.0,100,60.0,Unpowered orb.png,Unpowered orb
An unblessed symbol of Zamorak.,1722,True,80.0,10000.0,200,120.0,Unpowered symbol.png,Unpowered symbol
An unstrung composite ogre bow.,4825,True,36.0,10000.0,90,54.0,Unstrung comp bow.png,Unstrung comp bow
It needs a string so I can wear it.,1720,True,80.0,10000.0,200,120.0,Unstrung emblem.png,Unstrung emblem
Needs a suitably simian rope.,19607,True,20000.0,8.0,50000,30000.0,Unstrung heavy ballista.png,Unstrung heavy ballista
Needs a suitably simian rope.,19604,True,20000.0,8.0,50000,30000.0,Unstrung light ballista.png,Unstrung light ballista
It needs a string so I can wear it.,1714,False,80.0,10000.0,200,120.0,Unstrung symbol.png,Unstrung symbol
This is top secret comrade...,23255,True,400.0,4.0,1000,600.0,Uri's hat.png,Uri's hat
The remains of a deadly shade.,25419,True,1.0,7500.0,1,1.0,Urium remains.png,Urium remains
"A green salt that, when burned with other salts provides various benefits.",22597,True,4.0,10000.0,10,6.0,Urt salt.png,Urt salt
That used to be a vampyre!,3325,True,1.0,11000.0,2,1.0,Vampyre dust.png,Vampyre dust
A teleport to Varrock.,8007,True,1.0,10000.0,1,1.0,Varrock teleport (tablet).png,Varrock teleport (tablet)
This looks pretty healthy.,2195,True,1.0,6000.0,2,1.0,Veg ball.png,Veg ball
Well... it looks healthy.,2281,True,1.0,6000.0,2,1.0,Vegetable batta.png,Vegetable batta
"A set containing a Verac's helm, plateskirt, brassard and flail.",12875,True,160000.0,8.0,400000,240000.0,Verac's armour set.png,Verac's armour set
Verac the Defiled's brassard.,4757,True,112000.0,15.0,280000,168000.0,Verac's brassard.png,Verac's brassard
Verac the Defiled's brassard.,4992,True,112000.0,15.0,280000,168000.0,Verac's brassard 0.png,Verac's brassard 0
Verac the Defiled's flail.,4755,True,64000.0,15.0,160000,96000.0,Verac's flail.png,Verac's flail
Verac the Defiled's flail.,4986,True,64000.0,15.0,160000,96000.0,Verac's flail 0.png,Verac's flail 0
Verac the Defiled's helm.,4753,True,41200.0,15.0,103000,61800.0,Verac's helm.png,Verac's helm
Verac the Defiled's helm.,4980,True,41200.0,15.0,103000,61800.0,Verac's helm 0.png,Verac's helm 0
Verac the Defiled's plate skirt.,4759,True,110000.0,15.0,275000,165000.0,Verac's plateskirt.png,Verac's plateskirt
Verac the Defiled's plate skirt.,4998,True,110000.0,15.0,275000,165000.0,Verac's plateskirt 0.png,Verac's plateskirt 0
A powerful longsword.,22613,True,120000.0,10.0,300000,180000.0,Vesta's longsword.png,Vesta's longsword
A powerful spear.,22610,True,120000.0,10.0,300000,180000.0,Vesta's spear.png,Vesta's spear
An empty glass vial.,229,False,1.0,13000.0,2,1.0,Vial.png,Vial
A glass vial containing blood.,22446,True,40.0,13000.0,100,60.0,Vial of blood.png,Vial of blood
A glass vial containing water.,227,False,1.0,13000.0,2,1.0,Vial of water.png,Vial of water
An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,22542,True,48000.0,8.0,120000,72000.0,Viggora's chainmace (u).png,Viggora's chainmace (u)
A heap of ashes.,25769,False,1.0,150.0,1,1.0,Vile ashes.png,Vile ashes
